person_id;person_trip_id;leg_index;origin_x;origin_y;destination_x;destination_y;departure_time;travel_time;vehicle_distance;routed_distance;mode;euclidean_distance
163140;0;0;1209874.092504125;6148177.823321419;1210439.0621403158;6147797.21587605;21662.0;318.0;2563.858339728394;2563.858339728394;car;681.2141493593633
210135;0;0;1178512.5017149122;6180159.504377594;1178321.1556831477;6182858.9552749805;21868.0;499.0;4345.176910612119;4345.176910612119;car;2706.224020895483
157790;0;0;1227612.2786807925;6192249.897313714;1229057.7410083215;6189718.649332259;21763.0;835.0;7979.203158632017;7979.203158632017;car;2914.888965968755
272770;0;0;1228140.3621583057;6198847.720271952;1228340.5621297415;6195817.575643489;22156.0;596.0;5238.03712877864;5238.03712877864;car;3036.7509772729104
70455;0;0;1176381.3187317855;6109279.93461759;1175385.7105236757;6108423.310961255;22349.0;445.0;2563.630332301263;2563.630332301263;car;1313.4077023715663
182074;0;0;1183428.9688005056;6187182.978663402;1178969.1712396792;6181498.180880442;22141.0;929.0;10182.020398500717;10182.020398500717;car;7225.421795071447
205089;0;0;1236134.7448372813;6184359.34409547;1235210.5153865162;6182210.452290405;22443.0;743.0;3497.844853483094;3497.844853483094;car;2339.2169774393374
182073;0;0;1183428.9688005056;6187182.978663402;1182222.4818669986;6185589.428142918;23114.0;197.0;2298.576316914226;2298.576316914226;car;1998.7531068283831
298468;0;0;1227139.61454765;6195465.472572349;1226995.630333982;6198442.78221434;22443.0;913.0;5230.3756626390705;5230.3756626390705;car;2980.789183769474
157790;1;1;1229057.7410083215;6189718.649332259;1229068.3767409849;6187625.60298111;22963.0;515.0;5601.894040415424;5601.894040415424;car;2093.0733735027948
163140;1;1;1210439.0621403158;6147797.21587605;1207650.8498370098;6153772.953823648;22862.0;794.0;9504.868281080075;9504.868281080075;car;6594.207447955423
222553;0;0;1225331.399489716;6215420.5611165175;1226466.423109806;6215679.9349433705;23483.0;209.0;849.7297822471692;849.7297822471692;car;1164.282354164374
13670;0;0;1201658.0170905893;6128193.143869597;1201734.9975215995;6128169.591473592;23592.0;117.0;449.4752996736941;449.4752996736941;car;80.50280812556065
272770;1;1;1228340.5621297415;6195817.575643489;1228336.623162929;6194711.217299026;23356.0;362.0;3294.293626357873;3294.293626357873;car;1106.3653563908251
209546;0;0;1178090.0152206267;6184746.24160607;1173047.3861418553;6177307.997902611;22015.0;1742.0;15665.627351887822;15665.627351887822;car;8986.410708292318
228451;0;0;1207899.0227694483;6153317.750417858;1207369.329435541;6154141.956916807;23542.0;234.0;1504.3253551345706;1504.3253551345706;car;979.7404660905601
212047;0;0;1203938.4412707274;6172200.785783393;1203758.688141611;6172386.5546232555;23692.0;107.0;0.0;128.4683235068674;walk;258.4980643852429
82329;0;0;1176637.3088614224;6108870.512067679;1176301.26937785;6108843.739449905;23547.0;279.0;0.0;335.9184907088059;walk;337.10429778045426
212880;0;0;1188292.7440801803;6188266.3913560705;1187362.5522606946;6188777.985173755;23435.0;397.0;1774.8713143888242;1774.8713143888242;car;1061.5955234134628
187700;0;0;1172973.4867409458;6180400.578335958;1172797.1764868628;6180374.184970766;23604.0;255.0;0.0;306.6303528246369;walk;178.27483114825384
149595;0;0;1193096.9359592656;6187402.5346503435;1193687.0768412366;6186287.034323035;23644.0;257.0;1514.4067213810645;1514.4067213810645;car;1261.9854360487807
247267;0;0;1215710.0417002565;6195144.943392125;1215115.195193212;6195763.282566719;23478.0;424.0;1577.0505412185307;1577.0505412185307;car;858.0126466319675
142112;0;0;1225621.1998267502;6079089.895262692;1221661.686365218;6075854.898461769;23070.0;852.0;7292.444504574168;7292.444504574168;car;5113.017812802554
70018;0;0;1176784.4171727565;6110478.4262122065;1176345.3619537503;6108064.273093887;23462.0;462.0;3481.2666553848694;3481.2666553848694;car;2453.753199494581
132298;0;0;1175655.2181110189;6108619.2882712735;1176667.7385106068;6108725.767446285;23582.0;354.0;2173.779979752358;2173.779979752358;car;1018.1038131216545
187293;0;0;1172046.1731298948;6179002.451220757;1172960.3555720507;6180371.830797531;23604.0;335.0;2497.123892394776;2497.123892394776;car;1646.490195181913
108313;0;0;1176484.8618691573;6109050.554357794;1176538.5890092996;6108178.385216437;23728.0;212.0;1625.3750188473268;1625.3750188473268;car;873.8224171552201
276149;0;0;1228174.4124578005;6199952.359701896;1226995.630333982;6198442.78221434;23103.0;853.0;4872.553308160742;4872.553308160742;car;1915.294099184457
69130;0;0;1193728.7878959621;6082051.512773006;1195839.3967756985;6082657.844835421;23462.0;507.0;2628.4275170948104;2628.4275170948104;car;2195.9755037646364
245016;0;0;1234722.7639456028;6175771.713612003;1233459.9062998854;6175631.010281831;23866.0;167.0;689.0697917376317;689.0697917376317;car;1270.6718146195633
309852;0;0;1228425.8441035843;6198421.156657471;1227729.3759403038;6199926.3311362695;23468.0;646.0;4225.840133200357;4225.840133200357;car;1658.4987531164102
143383;0;0;1224521.7144415672;6075324.999999024;1224117.3109301943;6075177.239720952;23948.0;173.0;603.4113769140929;603.4113769140929;car;430.5523194533686
307454;0;0;1227905.1625309011;6200376.340635975;1227964.3401180992;6200655.088451128;23900.0;231.0;0.0;278.3761484425532;walk;284.9602275396903
248240;0;0;1217406.0233285315;6163105.333658591;1218102.0102648125;6163268.0505503565;23838.0;313.0;2056.353629513009;2056.353629513009;car;714.7549246697266
95290;0;0;1176642.7240876968;6108068.335152362;1176290.2064894424;6109090.480006485;23935.0;223.0;1615.5738110707061;1615.5738110707061;car;1081.2255823326602
22656;0;0;1179565.5051733172;6125052.87179232;1177345.0428071953;6125245.962439604;23550.0;628.0;3429.57963712453;3429.57963712453;car;2228.842102400223
142130;0;0;1223623.9283660061;6069325.169090251;1224308.9365977384;6075318.778182536;23423.0;764.0;6782.004845045856;6782.004845045856;car;6032.626809994261
210133;0;0;1178512.5017149122;6180159.504377594;1172797.1764868628;6180374.184970766;23406.0;800.0;8794.362065781279;8794.362065781279;car;5719.355752133528
143986;0;0;1224157.5262033301;6075400.150981385;1224440.0253202538;6075198.588827455;23870.0;339.0;0.0;407.1625579965555;walk;347.03465671238956
150228;0;0;1193111.9483857686;6187946.042826576;1193687.0768412366;6186287.034323035;23746.0;515.0;2477.324154519908;2477.324154519908;car;1755.870711388371
181608;0;0;1183428.9688005056;6187182.978663402;1187621.0135513733;6188646.75954495;23751.0;511.0;5299.586030106277;5299.586030106277;car;4440.258287809764
237882;0;0;1223659.9463750392;6227466.278694626;1223741.3709911734;6228907.325790029;23727.0;538.0;3089.2271531787846;3089.2271531787846;car;1443.345661746434
159385;0;0;1227560.7362551147;6192367.690004805;1229068.3767409849;6187625.60298111;23678.0;596.0;6826.499482791627;6826.499482791627;car;4975.979217694884
235223;0;0;1228462.7174563282;6121572.091407519;1231111.0580724867;6123386.82252653;23604.0;675.0;4765.950132514385;4765.950132514385;car;3210.444993066119
267971;0;0;1230476.587303813;6177844.94436066;1231131.3122493;6178070.492694482;23786.0;511.0;0.0;612.3671759627157;walk;692.4859602423279
65274;0;0;1196656.5414031954;6105242.661651108;1196993.1468803664;6105164.924570964;23954.0;358.0;0.0;429.3348120167257;walk;345.46533963764307
229191;0;0;1207360.1255513267;6154382.386827044;1207524.64741965;6153633.706925917;23542.0;795.0;0.0;954.1997298156485;walk;766.5435666078147
306057;0;0;1228716.5123364613;6199891.641131633;1228388.7113146242;6198999.636845557;23960.0;382.0;980.0946347771769;980.0946347771769;car;950.3289726696435
267756;0;0;1229619.520741989;6176507.822184926;1231069.3602642738;6181482.358988945;23505.0;839.0;8636.679106462716;8636.679106462716;car;5181.510499354763
78311;0;0;1176565.423052105;6108820.378857348;1176495.3266913597;6109688.3038367815;24213.0;135.0;1061.9428253212432;1061.9428253212432;car;870.7509803119436
70455;1;1;1175385.7105236757;6108423.310961255;1176086.5317371215;6108446.373120733;23549.0;817.0;3967.252345468786;3967.252345468786;car;701.2005678944524
307445;0;0;1228476.794675753;6199957.750333887;1228429.4275418064;6199105.155962488;24167.0;201.0;891.6260561144306;891.6260561144306;car;853.9091330577402
106360;0;0;1175670.796154908;6107779.695278814;1176523.0783688696;6108967.107848851;23496.0;875.0;2137.763725641142;2137.763725641142;car;1461.6201913346763
254317;0;0;1236828.380919338;6164094.081444997;1236544.6329147622;6161152.877996577;23582.0;803.0;5602.306222135152;5602.306222135152;car;2954.858821517654
134577;0;0;1181294.1716057567;6111345.586028354;1179025.3643991677;6109512.584268029;23292.0;1190.0;11579.661958155679;11579.661958155679;car;2916.7416056322704
83797;0;0;1175965.960959757;6108194.590730912;1176636.368719786;6108989.719031791;24072.0;428.0;1332.3302612555233;1332.3302612555233;car;1040.0363356950627
131100;0;0;1175400.0344010517;6107521.966605024;1176576.6003635156;6108963.325253836;24042.0;460.0;3135.477822572623;3135.477822572623;car;1860.5972746760929
218540;0;0;1220095.428589755;6191112.420128474;1219834.2836208977;6192545.718384973;24096.0;420.0;2400.743798494461;2400.743798494461;car;1456.8941577348248
236139;0;0;1229463.8224431775;6121067.535246329;1231111.0580724867;6123386.82252653;23772.0;747.0;4001.5469034180164;4001.5469034180164;car;2844.7282307046034
283637;0;0;1228021.6511503337;6197405.382715318;1228728.4647303224;6199740.522684872;24106.0;429.0;3576.0736025021088;3576.0736025021088;car;2439.767225426251
209546;1;1;1173047.3861418553;6177307.997902611;1172797.1764868628;6180374.184970766;23855.0;720.0;4205.688102670515;4205.688102670515;car;3076.379041726265
215180;0;0;1188530.141759327;6187656.204170662;1187730.0199204958;6188635.615885993;24210.0;391.0;2284.0797901193123;2284.0797901193123;car;1264.6905807750838
283559;0;0;1228235.5416987012;6198145.826250433;1226974.8401763926;6199094.41068887;23580.0;1033.0;6207.516792332654;6207.516792332654;car;1577.7137779697277
285633;0;0;1228113.5098680337;6199337.6640326185;1228532.8602104508;6199722.603113949;24061.0;561.0;1533.426488228858;1533.426488228858;car;569.2387952530613
284836;0;0;1228448.7400851673;6198500.40443803;1228336.623162929;6194711.217299026;23790.0;859.0;5622.451547015029;5622.451547015029;car;3790.8454701612436
84547;0;0;1176234.3382457;6110297.509741511;1176345.3619537503;6108064.273093887;23954.0;706.0;3171.3541702359007;3171.3541702359007;car;2235.9946753162044
262709;0;0;1230439.904578256;6112036.74949202;1230346.1471315823;6112869.019150637;24384.0;279.0;1109.9707144150507;1109.9707144150507;car;837.5340252555732
277975;0;0;1228666.2098318;6199703.458201094;1228306.1816954368;6198958.138498071;23792.0;876.0;0.0;1051.5129311732192;walk;827.7207975443257
186889;0;0;1171905.262554482;6180051.049950866;1172960.3555720507;6180371.830797531;24504.0;199.0;1264.6142583896765;1264.6142583896765;car;1102.7790473657358
132300;0;0;1175655.2181110189;6108619.2882712735;1176667.7385106068;6108725.767446285;23539.0;1177.0;0.0;1413.5752038334554;walk;1018.1038131216545
212271;0;0;1204318.370280011;6173213.870978182;1209480.8700048362;6149649.921073273;22179.0;2539.0;35010.801000478896;35010.801000478896;car;24122.834380103373
148455;0;0;1196606.4119576816;6169469.7591999;1205433.417657881;6172737.180162256;22823.0;1907.0;12746.404962325616;12746.404962325616;car;9412.33602123279
266945;0;0;1231295.833044663;6177813.4282551;1231131.3122493;6178070.492694482;24619.0;117.0;902.426671490849;902.426671490849;car;305.203568298053
301906;0;0;1226928.0081893029;6195693.266513232;1227450.3370840573;6195738.946388705;24494.0;243.0;1090.2451293564886;1090.2451293564886;car;524.3225393958837
161271;0;0;1217607.271614367;6214442.426661445;1217917.7122998289;6214699.756206697;24414.0;378.0;1374.634504118931;1374.634504118931;car;403.2268766460318
215950;0;0;1210806.4937557266;6171925.428428934;1214816.0819055259;6170347.789551737;23630.0;1163.0;8286.269831309977;8286.269831309977;car;4308.798157010218
95871;0;0;1175111.735891309;6109990.328975301;1176570.8331988654;6108239.404801058;23935.0;867.0;3101.2539580198913;3101.2539580198913;car;2279.18854351031
70339;0;0;1175754.81619568;6107536.221248617;1176726.273292447;6109758.64037946;24364.0;457.0;3099.159777216164;3099.159777216164;car;2425.4640141614564
273501;0;0;1227964.6769688614;6195230.039700583;1228681.9578875457;6199942.828222234;24090.0;771.0;5850.177863879849;5850.177863879849;car;4767.06068412347
251861;0;0;1237668.6673419527;6165760.440377893;1236527.4018359645;6163339.230456017;24297.0;565.0;4394.083807003461;4394.083807003461;car;2676.7040256533824
52207;0;0;1192583.54222664;6082239.473368537;1192899.623873488;6080337.656360358;24196.0;672.0;6403.656341022871;6403.656341022871;car;1927.9044426713313
173917;0;0;1237315.593295953;6157979.2879002355;1237315.593295953;6157979.2879002355;24870.0;0.0;0.0;0.0;car;0.0
279862;0;0;1228009.4880114954;6195972.057227742;1229068.3767409849;6187625.60298111;23792.0;1082.0;9667.984757946695;9667.984757946695;car;8413.355087749364
235220;0;0;1228462.7174563282;6121572.091407519;1231111.0580724867;6123386.82252653;23718.0;1161.0;4765.950132514385;4765.950132514385;car;3210.444993066119
299134;0;0;1227492.6772592962;6199093.034924546;1228643.6516845622;6199296.919637787;23733.0;1147.0;0.0;1377.290022030087;walk;1168.8931105579304
229192;0;0;1207360.1255513267;6154382.386827044;1207166.5741542345;6154141.9013204705;24615.0;292.0;910.6183485022285;910.6183485022285;car;308.6995662263521
126898;0;0;1177765.3283556704;6110188.775126057;1176014.3079491179;6108045.2471389985;24039.0;888.0;3599.736999130917;3599.736999130917;car;2767.81225798747
205089;1;1;1235210.5153865162;6182210.452290405;1231069.3602642738;6181482.358988945;23643.0;1300.0;4857.808289473332;4857.808289473332;car;4204.674256360921
240244;0;0;1228218.8164643226;6171623.509922059;1226553.8158708983;6170674.413399717;24561.0;401.0;2133.0516066198616;2133.0516066198616;car;1916.5101577674366
170848;0;0;1219515.6833072894;6227732.489097199;1219191.8070261981;6228389.05943232;24188.0;788.0;0.0;946.1732733387182;walk;732.1068572375608
134937;0;0;1176784.4171727565;6110478.4262122065;1176380.046508309;6108337.642360818;24054.0;924.0;2727.1236045975274;2727.1236045975274;car;2178.63974365497
142112;1;1;1221661.686365218;6075854.898461769;1224278.0949590006;6075174.949993059;24270.0;728.0;4330.102117546031;4330.102117546031;car;2703.31719369396
268674;0;0;1230559.0623409622;6177339.917762127;1230187.2323608862;6176799.860908227;24822.0;197.0;573.7508874908231;573.7508874908231;car;655.6820414861446
202599;0;0;1229501.328693824;6182357.634738801;1228336.623162929;6194711.217299026;24075.0;955.0;12905.8787728552;12905.8787728552;car;12408.36576854511
172778;0;0;1237315.593295953;6157979.2879002355;1237315.593295953;6157979.2879002355;25035.0;0.0;0.0;0.0;car;0.0
28237;0;0;1233417.0216438863;6093283.4533369355;1233373.1601670003;6094082.166854105;24922.0;156.0;1363.4399624965959;1363.4399624965959;car;799.9169404781043
270697;0;0;1228461.5687539054;6199305.966958243;1228773.7559539862;6199942.077498626;24258.0;831.0;0.0;997.9260575886564;walk;708.5883625068293
131099;0;0;1175400.0344010517;6107521.966605024;1176637.3088614224;6108870.512067679;24042.0;1055.0;2520.1162181866007;2520.1162181866007;car;1830.1428783383599
215198;0;0;1188114.5465852811;6188100.433125237;1185096.522419382;6186785.576316688;23703.0;1400.0;7507.8184369911305;7507.8184369911305;car;3292.0082461833294
84471;0;0;1178430.4748086273;6110455.438769031;1176303.3086985932;6108284.720730601;23883.0;1224.0;5027.034616590703;5027.034616590703;car;3039.2190546330967
192836;0;0;1231637.5431893677;6123247.120788077;1231111.0580724867;6123386.82252653;24812.0;307.0;1363.9894560048424;1363.9894560048424;car;544.7046484327191
309801;0;0;1228243.0483443604;6200021.618089047;1228512.3912540097;6199069.875501893;24294.0;831.0;2000.3660363419024;2000.3660363419024;car;989.1205968841872
40878;0;0;1183694.3849319222;6129293.134311774;1184630.1057381977;6128528.46927094;24481.0;655.0;3386.5167378512415;3386.5167378512415;car;1208.4229607096738
34510;0;0;1213382.5966509902;6065347.047551136;1211954.9565336993;6065552.479712834;24875.0;264.0;1206.1611555971012;1206.1611555971012;car;1442.3448538951914
190112;0;0;1231360.8240850419;6123244.147925308;1231023.3021778704;6123201.045725143;24812.0;346.0;0.0;415.5790770442161;walk;340.2628946561203
14376;0;0;1216128.7651967688;6051870.150106307;1216526.2066819225;6051994.368479067;24724.0;434.0;0.0;521.2552275037559;walk;416.40117465305093
13670;1;1;1201734.9975215995;6128169.591473592;1202754.9568732232;6129209.522176534;24792.0;369.0;1982.265949495695;1982.265949495695;car;1456.630682734972
276149;1;1;1226995.630333982;6198442.78221434;1228353.3817022971;6199090.964703676;24303.0;890.0;5522.005011126331;5522.005011126331;car;1504.5362467033478
100963;0;0;1176544.329850628;6108567.446090552;1183742.6572473824;6111666.7519646175;23628.0;1582.0;14863.394708182326;14863.394708182326;car;7837.194281876773
182073;1;1;1182222.4818669986;6185589.428142918;1185096.522419382;6186785.576316688;24314.0;902.0;7108.854817092899;7108.854817092899;car;3113.017756190413
31323;0;0;1184883.08479685;6115334.006252894;1186355.5032500369;6117542.979890667;24365.0;852.0;5934.565915377121;5934.565915377121;car;2654.727977337739
256197;0;0;1210085.8565916438;6147100.040308222;1207650.8498370098;6153772.953823648;24456.0;769.0;9206.40174546677;9206.40174546677;car;7103.311388322418
290922;0;0;1227754.388769859;6197060.179249797;1228773.7559539862;6199942.077498626;24281.0;951.0;5141.343286613322;5141.343286613322;car;3056.8688183628037
126896;0;0;1177765.3283556704;6110188.775126057;1176003.282426883;6107918.903614573;24122.0;1127.0;3893.0074160827776;3893.0074160827776;car;2873.5209297656206
274365;0;0;1227811.0254666458;6200008.158194843;1227865.7836429563;6200226.285478538;25111.0;166.0;494.93760932912005;494.93760932912005;car;224.89546408292202
292190;0;0;1227847.941817738;6200250.9334841985;1228620.646591003;6199042.29662401;23774.0;1508.0;0.0;1809.8797784359208;walk;1434.5297928003304
290767;0;0;1228533.6360116228;6198963.144634269;1227964.5982061364;6199768.577428874;24480.0;807.0;1977.759450689906;1977.759450689906;car;986.1673340246032
202502;0;0;1232105.1464233005;6182895.181625777;1227829.745185716;6188798.5897091245;24388.0;912.0;12504.741447715869;12504.741447715869;car;7288.983656235772
248240;1;1;1218102.0102648125;6163268.0505503565;1217998.2571643197;6163721.100177227;25038.0;270.0;1128.8138105117168;1128.8138105117168;car;464.7780871222093
221735;0;0;1235833.7334502311;6171272.723300264;1237355.1353541724;6163595.034491496;24414.0;897.0;9278.889937432878;9278.889937432878;car;7826.977015272145
78569;0;0;1177069.8491134604;6110509.850027934;1176538.5890092996;6108178.385216437;24706.0;611.0;2659.683965179061;2659.683965179061;car;2391.226769990461
99261;0;0;1176120.5930861342;6108251.359632463;1176602.6117672771;6109584.495979633;24911.0;414.0;1951.4843190565966;1951.4843190565966;car;1417.601682108385
198330;0;0;1182560.3766515919;6182010.441095736;1172966.6245096992;6180245.9673797;23817.0;1526.0;14963.125279064683;14963.125279064683;car;9754.662867298408
272979;0;0;1227693.8782256607;6197155.910388788;1228326.6671548034;6197439.143633542;25088.0;261.0;1057.8328415737615;1057.8328415737615;car;693.2841407238449
275221;0;0;1228326.6671548034;6197439.143633542;1228238.087347478;6198011.902900804;25087.0;263.0;375.57648142338246;375.57648142338246;car;579.5684260728283
210135;1;1;1178321.1556831477;6182858.9552749805;1179077.2970295087;6182016.196553074;25062.0;293.0;1830.844617999839;1830.844617999839;car;1132.2508551670255
105553;0;0;1176623.094466501;6108181.796357535;1176290.2064894424;6109090.480006485;24246.0;1121.0;0.0;1345.8384641151304;walk;967.7398302952987
143987;0;0;1224157.5262033301;6075400.150981385;1224427.180651683;6075182.707494253;25035.0;334.0;0.0;401.37278762404515;walk;346.40322113476157
69129;0;0;1193728.7878959621;6082051.512773006;1194109.6778173617;6083100.764179457;24917.0;460.0;3040.402206419049;3040.402206419049;car;1116.2462300776792
263521;0;0;1229862.365928371;6114858.961964802;1230346.1471315823;6112869.019150637;24918.0;477.0;3533.2278498373876;3533.2278498373876;car;2047.9054314656871
86259;0;0;1175881.5647712252;6107866.087586563;1176636.368719786;6108989.719031791;24855.0;549.0;2107.772561718127;2107.772561718127;car;1353.6161292878817
188688;0;0;1172268.959120973;6180047.317256243;1172410.2910582074;6179906.655520397;24982.0;424.0;1829.2128192681332;1829.2128192681332;car;199.4002016387081
47357;0;0;1197672.3032403789;6095536.942136373;1196126.8639534046;6093686.327559827;25184.0;249.0;3563.2003704468298;3563.2003704468298;car;2411.04892124772
186838;0;0;1172591.1252121879;6178438.693791334;1172539.74895261;6179358.682271082;25110.0;331.0;1568.7652873031268;1568.7652873031268;car;921.4219027774043
14462;0;0;1223125.4115953506;6063085.726546079;1216148.4906405201;6051988.700837625;23897.0;1546.0;16857.726115183803;16857.726115183803;car;13108.066431935553
108636;0;0;1177179.2784829114;6110965.2699105255;1176942.5517822083;6110607.420959333;25290.0;162.0;868.8691111354511;868.8691111354511;car;429.0634017198647
245016;1;1;1233459.9062998854;6175631.010281831;1234994.884766631;6172823.356630426;25066.0;388.0;3498.207774811894;3498.207774811894;car;3199.8559216973367
263962;0;0;1230957.801963313;6175550.973141485;1230957.801963313;6175550.973141485;25467.0;0.0;0.0;0.0;car;0.0
145655;0;0;1224155.4046652461;6075497.371836217;1224389.0694111225;6075155.222218771;25035.0;436.0;0.0;523.7943392153184;walk;414.3254447697599
307446;0;0;1228476.794675753;6199957.750333887;1228429.4275418064;6199105.155962488;24460.0;1028.0;0.0;1234.149778505447;walk;853.9091330577402
